Date,CLOSE
2023-07-24 09:00:00,1281.81
2023-07-24 09:01:00,1281.78
2023-07-24 09:02:00,1281.62
2023-07-24 09:03:00,1281.59
2023-07-24 09:04:00,1281.56
2023-07-24 09:05:00,1281.48
2023-07-24 09:06:00,1281.46
2023-07-24 09:07:00,1281.23
2023-07-24 09:08:00,1281.06
2023-07-24 09:09:00,1281.09
2023-07-24 09:10:00,1281.12
2023-07-24 09:11:00,1281.02
2023-07-24 09:12:00,1280.99
2023-07-24 09:13:00,1280.56
2023-07-24 09:14:00,1280.98
2023-07-24 09:15:00,1281.0
2023-07-24 09:16:00,1281.0
2023-07-24 09:17:00,1281.06
2023-07-24 09:18:00,1280.96
2023-07-24 09:19:00,1280.17
2023-07-24 09:20:00,1280.27
2023-07-24 09:21:00,1280.28
2023-07-24 09:22:00,1280.23
2023-07-24 09:23:00,1280.35
2023-07-24 09:24:00,1280.17
2023-07-24 09:25:00,1280.33
2023-07-24 09:26:00,1280.25
2023-07-24 09:27:00,1280.27
2023-07-24 09:28:00,1280.27
2023-07-24 09:29:00,1280.42
2023-07-24 09:30:00,1280.49
2023-07-24 09:31:00,1280.34
2023-07-24 09:32:00,1279.93
2023-07-24 09:33:00,1280.32
2023-07-24 09:34:00,1280.36
2023-07-24 09:35:00,1280.4
2023-07-24 09:36:00,1280.27
2023-07-24 09:37:00,1280.34
2023-07-24 09:38:00,1280.52
2023-07-24 09:39:00,1280.35
2023-07-24 09:40:00,1280.36
2023-07-24 09:41:00,1280.56
2023-07-24 09:42:00,1280.56
2023-07-24 09:43:00,1280.67
2023-07-24 09:44:00,1280.64
2023-07-24 09:45:00,1280.64
2023-07-24 09:46:00,1281.02
2023-07-24 09:47:00,1281.29
2023-07-24 09:48:00,1281.42
2023-07-24 09:49:00,1281.58
2023-07-24 09:50:00,1281.54
2023-07-24 09:51:00,1281.38
2023-07-24 09:52:00,1281.28
2023-07-24 09:53:00,1281.29
2023-07-24 09:54:00,1281.44
2023-07-24 09:55:00,1281.49
2023-07-24 09:56:00,1281.4
2023-07-24 09:57:00,1281.11
2023-07-24 09:58:00,1281.49
2023-07-24 09:59:00,1281.39
2023-07-24 10:00:00,1281.34
2023-07-24 10:01:00,1281.48
2023-07-24 10:02:00,1281.47
2023-07-24 10:03:00,1281.28
2023-07-24 10:04:00,1281.5
2023-07-24 10:05:00,1281.37
2023-07-24 10:06:00,1281.31
2023-07-24 10:07:00,1281.45
2023-07-24 10:08:00,1281.46
2023-07-24 10:09:00,1281.63
2023-07-24 10:10:00,1281.25
2023-07-24 10:11:00,1281.25
2023-07-24 10:12:00,1281.23
2023-07-24 10:13:00,1281.14
2023-07-24 10:14:00,1281.18
2023-07-24 10:15:00,1281.21
2023-07-24 10:16:00,1281.18
2023-07-24 10:17:00,1281.25
2023-07-24 10:18:00,1281.14
2023-07-24 10:19:00,1281.15
2023-07-24 10:20:00,1281.22
