Date,CLOSE
1984-01-03,4.560882404210578
1984-01-04,4.707412070862592
1984-01-05,4.835478999516452
1984-01-06,4.927206570840612
1984-01-09,4.872111416179455
1984-01-10,4.853941737514605
1984-01-11,4.762214166190446
1984-01-12,4.725581749527441
1984-01-13,4.670779654199589
1984-01-16,4.835478999516452
1984-01-17,4.853941737514605
1984-01-18,4.780676904188598
1984-01-19,4.725581749527441
1984-01-20,4.688949332864438
1984-01-23,4.597514820873582
1984-01-24,4.5242499875475755
1984-01-25,4.4143527375585645
1984-01-26,4.4325224162234145
1984-01-27,4.450985154221568
1984-01-30,4.4143527375585645
1984-01-31,4.395889999560411
1984-02-01,4.4325224162234145
1984-02-02,4.579052082875428
1984-02-03,4.341087904232558
1984-02-06,4.304455487569554
1984-02-07,4.17609549958239
1984-02-08,4.121293404254537
1984-02-09,4.194558237580544
1984-02-10,4.157925820917541
1984-02-13,4.194558237580544
1984-02-14,4.249360332908397
1984-02-15,4.249360332908397
1984-02-16,4.194558237580544
1984-02-17,4.267823070906552
1984-02-21,4.194558237580544
1984-02-22,4.102830666256383
1984-02-23,4.139463082919387
1984-02-24,4.304455487569554
1984-02-27,4.469154832886417
1984-02-28,4.304455487569554
1984-02-29,4.2127279162453934
1984-03-01,4.341087904232558
1984-03-02,4.395889999560411
1984-03-05,4.359257582897407
1984-03-06,4.2127279162453934
1984-03-07,4.249360332908397
1984-03-08,4.341087904232558
1984-03-09,4.249360332908397
1984-03-12,4.249360332908397
1984-03-13,4.285992749571401
1984-03-14,4.304455487569554
1984-03-15,4.3226251662344035
1984-03-16,4.4143527375585645
1984-03-19,4.487617570884572
1984-03-20,4.5242499875475755
1984-03-21,4.5424196662124245
1984-03-22,4.505787249549421
1984-03-23,4.505787249549421
1984-03-26,4.5242499875475755
1984-03-27,4.560882404210578
1984-03-28,4.688949332864438
1984-03-29,4.597514820873582
1984-03-30,4.634147237536585
1984-04-02,4.597514820873582
1984-04-03,4.5424196662124245
1984-04-04,4.5424196662124245
1984-04-05,4.487617570884572
1984-04-06,4.487617570884572
1984-04-09,4.469154832886417
1984-04-10,4.341087904232558
1984-04-11,4.17609549958239
1984-04-12,4.194558237580544
1984-04-13,4.17609549958239
1984-04-16,4.194558237580544
1984-04-17,4.17609549958239
1984-04-18,4.121293404254537
1984-04-19,4.2127279162453934
1984-04-23,4.139463082919387
1984-04-24,4.194558237580544
1984-04-25,4.157925820917541
1984-04-26,4.231190654243547
1984-04-27,4.3226251662344035
1984-04-30,4.359257582897407
1984-05-01,4.4325224162234145
1984-05-02,4.560882404210578
1984-05-03,4.579052082875428
1984-05-04,4.487617570884572
1984-05-07,4.487617570884572
1984-05-08,4.615684499538431
1984-05-09,4.505787249549421
1984-05-10,4.505787249549421
1984-05-11,4.597514820873582
1984-05-14,4.579052082875428
1984-05-15,4.652316916201435
1984-05-16,4.615684499538431
1984-05-17,4.469154832886417
1984-05-18,4.395889999560411
1984-05-21,4.3226251662344035
1984-05-22,4.359257582897407
1984-05-23,4.249360332908397
1984-05-24,4.029565832930377
1984-05-25,4.011396154265527
1984-05-29,3.9196685829413664
1984-05-30,3.7916016542875064
1984-05-31,3.809771332952356
1984-06-01,4.011396154265527
1985-01-02,5.421597666124507
1985-01-03,5.384965249461503
1985-01-04,5.311700416135497
1985-01-07,5.293530737470647
1985-01-08,5.311700416135497
1985-01-09,5.421597666124507
1985-01-10,5.623222487437677
1985-01-11,5.659854904100681
1985-01-14,5.604759749439524
1985-01-15,5.623222487437677
1985-01-16,5.549957654111671
1985-01-17,5.531494916113517
1985-01-18,5.56812733277652
1985-01-21,5.733119737426687
1985-01-22,5.641392166102528
1985-01-23,5.861186666080547
1985-01-24,5.843016987415698
1985-01-25,5.971083916069558
1985-01-28,5.952914237404707
1985-01-29,6.1542459993845755
1985-01-30,6.227510832710582
1985-01-31,6.282605987371739
1985-02-01,6.0443487493955645
1985-02-04,6.245973570708735
